caption_idx,caption,ground_truth_image,actual_rank_of_gt,gt_score,top1_score,score_gap,predicted_top3_images,predicted_top3_scores
952,a dog swims in the water,2339946012_06bd480ab8.jpg,2,0.8448,0.8558,0.011,"['2369248869_0266760c4a.jpg', '2339946012_06bd480ab8.jpg', '2696394827_7342ced36f.jpg']","[0.8558, 0.8448, 0.8439]"
953,a dog swims toward a stick,2339946012_06bd480ab8.jpg,10,0.7068,0.8443,0.1375,"['431410325_f4916b5460.jpg', '2633201394_ee4a7666ed.jpg', '2696394827_7342ced36f.jpg']","[0.8443, 0.8149, 0.7949]"
954,the large brown dog is paddling in the water,2339946012_06bd480ab8.jpg,6,0.7522,0.8482,0.096,"['443430496_3fea95a07d.jpg', '2613209320_edf6a2b7e9.jpg', '3695949492_27ca3892fd.jpg']","[0.8482, 0.8255, 0.8028]"
955,a running dog and a standing man on a dry field of grass,2340919359_f56787d307.jpg,7,0.6314,0.8023,0.1708,"['3025334206_76888792e5.jpg', '2176874361_2b4149010b.jpg', '3415809168_af9dabdba5.jpg']","[0.8023, 0.6666, 0.6492]"
956,an attack dog is working with his trainer,2340919359_f56787d307.jpg,3,0.64,0.66,0.02,"['3289817083_4e78e1c05a.jpg', '3383491811_fd9d3a891d.jpg', '2340919359_f56787d307.jpg']","[0.66, 0.6539, 0.64]"
957,a man wearing a black and white shirt jumping on a dog s back,2340919359_f56787d307.jpg,3,0.6726,0.8497,0.177,"['3608400551_d6f7965308.jpg', '3618932839_acd7d2c2ea.jpg', '2340919359_f56787d307.jpg']","[0.8497, 0.6739, 0.6726]"
958,a man is sitting on a black and brown dog,2340919359_f56787d307.jpg,2,0.8043,0.8359,0.0316,"['1975531316_8b00eeaaf7.jpg', '2340919359_f56787d307.jpg', '1348947380_14f0fc1237.jpg']","[0.8359, 0.8043, 0.7779]"
959,a man stands over a brown and black dog in the grass,2340919359_f56787d307.jpg,3,0.6578,0.6773,0.0195,"['1348947380_14f0fc1237.jpg', '2960033435_c20cc7399a.jpg', '2340919359_f56787d307.jpg']","[0.6773, 0.6745, 0.6578]"
960,a boy in a green shirt is jumping with his arms in the air at the end of a bowling alley,2341254813_c53a5ef27a.jpg,-1,0.5133,0.7215,0.2081,"['1309330801_aeeb23f1ee.jpg', '3332202255_a30c522664.jpg', '3348208268_6d97d951eb.jpg']","[0.7215, 0.669, 0.6628]"
961,a boy wearing a green shirt is jumping in front of a lane at a bowling alley,2341254813_c53a5ef27a.jpg,-1,0.5368,0.7892,0.2524,"['3701226275_952547ba0f.jpg', '3348208268_6d97d951eb.jpg', '1057210460_09c6f4c6c1.jpg']","[0.7892, 0.6992, 0.6795]"
962,a child jumps in the air at a bowling alley,2341254813_c53a5ef27a.jpg,-1,0.4662,0.7355,0.2692,"['1309330801_aeeb23f1ee.jpg', '3348208268_6d97d951eb.jpg', '3332202255_a30c522664.jpg']","[0.7355, 0.6668, 0.6665]"
963,a young boy with a mohawk and green shirt is excited about bowling,2341254813_c53a5ef27a.jpg,-1,0.4741,0.7072,0.2331,"['3619232550_0b1e1fd4e4.jpg', '3332202255_a30c522664.jpg', '3701226275_952547ba0f.jpg']","[0.7072, 0.7063, 0.7046]"
964,a young boy with a mohawk jumping at a bowling alley,2341254813_c53a5ef27a.jpg,-1,0.4746,0.828,0.3534,"['3701226275_952547ba0f.jpg', '3318995586_c2bc50b92e.jpg', '2516317118_10ae66b87a.jpg']","[0.828, 0.7295, 0.7084]"
965,the man in the red cap is rollerskating on a path in front of the white building,2344412916_9a5a9b1c82.jpg,10,0.6007,0.7387,0.1379,"['3530087422_7eb2b2c289.jpg', '2863180332_372510aa49.jpg', '3463268965_f22884fc69.jpg']","[0.7387, 0.6885, 0.6808]"
966,a man rollerblades in a park,2344412916_9a5a9b1c82.jpg,-1,0.3848,0.6958,0.311,"['2525666287_638ab5e784.jpg', '232193739_ed5f348c7a.jpg', '3564385317_1bf5094068.jpg']","[0.6958, 0.6156, 0.5947]"
967,the man is rollerblading in a red hat blue shirt and tan pants,2344412916_9a5a9b1c82.jpg,-1,0.5209,0.8011,0.2802,"['3530087422_7eb2b2c289.jpg', '206087108_d4557d38ee.jpg', '2557972410_6925fe695c.jpg']","[0.8011, 0.7224, 0.6745]"
968,a man on rollerblades glides down a park path,2344412916_9a5a9b1c82.jpg,-1,0.4761,0.6852,0.2091,"['232193739_ed5f348c7a.jpg', '2525666287_638ab5e784.jpg', '2863180332_372510aa49.jpg']","[0.6852, 0.65, 0.6384]"
969,a man rollerblading down a path through an active community,2344412916_9a5a9b1c82.jpg,3,0.6243,0.6867,0.0624,"['2497074804_b4f3e7fd90.jpg', '3707283973_5cdaa39340.jpg', '2344412916_9a5a9b1c82.jpg']","[0.6867, 0.6605, 0.6243]"
970,an adult is attending to child on a crowded path surrounding a body of water,2346772831_b2748ba1f0.jpg,-1,0.1277,0.7432,0.6155,"['2107838729_a527e434bd.jpg', '2456907314_49bc4591c4.jpg', '424869823_7aec015d87.jpg']","[0.7432, 0.7179, 0.691]"
971,a woman bends over to attend to her child in a yellow jacket,2346772831_b2748ba1f0.jpg,-1,0.4642,0.7405,0.2762,"['2102732029_9ae520914d.jpg', '3673970325_4e025069e9.jpg', '2504277798_936a09c74d.jpg']","[0.7405, 0.6949, 0.5839]"
972,a woman wearing a backpack leans down to speak with a young child,2346772831_b2748ba1f0.jpg,-1,0.2977,0.7595,0.4618,"['2102732029_9ae520914d.jpg', '3131107810_7e9b96cddc.jpg', '2490365757_b869282cb3.jpg']","[0.7595, 0.6481, 0.6333]"
973,children at the park with their parents,2346772831_b2748ba1f0.jpg,5,0.6764,0.7443,0.0679,"['2856080862_95d793fa9d.jpg', '2672588619_3849930e99.jpg', '979383193_0a542a059d.jpg']","[0.7443, 0.7231, 0.6998]"
974,woman in yellow shirt bending over boy crouching on the ground,2346772831_b2748ba1f0.jpg,-1,0.497,0.7218,0.2248,"['2470486377_c3a39ccb7b.jpg', '3630332976_fdba22c50b.jpg', '2707873672_15e6b5d54b.jpg']","[0.7218, 0.6889, 0.6715]"
975,two dogs play together on the bed,2347921097_f2e35753c0.jpg,10,0.6021,0.8388,0.2368,"['3086523890_fd9394af8b.jpg', '351876121_c7c0221928.jpg', '2545192257_142fe9e2de.jpg']","[0.8388, 0.7849, 0.7521]"
976,the dogs are playing on the bed,2347921097_f2e35753c0.jpg,-1,0.6113,0.9031,0.2918,"['3086523890_fd9394af8b.jpg', '2545192257_142fe9e2de.jpg', '351876121_c7c0221928.jpg']","[0.9031, 0.8028, 0.7925]"
977,a brown and black dog sits on a bed and looks at a gray and white dog,2347921097_f2e35753c0.jpg,2,0.7239,0.8094,0.0855,"['351876121_c7c0221928.jpg', '2347921097_f2e35753c0.jpg', '2545192257_142fe9e2de.jpg']","[0.8094, 0.7239, 0.7063]"
978,a grey and white puddle fighting next to another black and brown dog on a bed,2347921097_f2e35753c0.jpg,5,0.6939,0.8247,0.1308,"['351876121_c7c0221928.jpg', '2545192257_142fe9e2de.jpg', '3086523890_fd9394af8b.jpg']","[0.8247, 0.7306, 0.7235]"
979,brown and white dog with brown and black dog on gray sheet,2347921097_f2e35753c0.jpg,4,0.6787,0.8781,0.1994,"['351876121_c7c0221928.jpg', '2545192257_142fe9e2de.jpg', '2095444126_201ff9f222.jpg']","[0.8781, 0.8457, 0.7113]"
980,a boy wearing blue shorts is doing a back flip in the air under a tree,2351479551_e8820a1ff3.jpg,5,0.6514,0.8637,0.2122,"['3686924335_3c51e8834a.jpg', '2888732432_7e907a3df1.jpg', '514222303_cb98584536.jpg']","[0.8637, 0.6943, 0.6898]"
981,a man in midair doing a flip,2351479551_e8820a1ff3.jpg,-1,0.6138,0.8233,0.2095,"['2700147489_f1664f2b61.jpg', '3446762868_06e9d9d899.jpg', '3132760860_3e743a935d.jpg']","[0.8233, 0.7615, 0.7294]"
982,a young man jumping a back flip off of a concrete wall,2351479551_e8820a1ff3.jpg,8,0.6998,0.7888,0.089,"['3029472296_d429b1586c.jpg', '2922512807_d382528a93.jpg', '518789868_8895ef8792.jpg']","[0.7888, 0.7716, 0.771]"
983,man with blue pants flipping in the air,2351479551_e8820a1ff3.jpg,-1,0.5746,0.8431,0.2686,"['3132760860_3e743a935d.jpg', '2700147489_f1664f2b61.jpg', '3686924335_3c51e8834a.jpg']","[0.8431, 0.741, 0.7305]"
984,the boy wearing blue pants is in the midst of a back flip,2351479551_e8820a1ff3.jpg,-1,0.5248,0.7463,0.2215,"['762947607_2001ee4c72.jpg', '2888732432_7e907a3df1.jpg', '1685990174_09c4fb7df8.jpg']","[0.7463, 0.69, 0.6657]"
989,a child is riding a green bike and wearing an orange shirt and red helmet,2355819665_39021ff642.jpg,2,0.715,0.7654,0.0503,"['3472449219_eb927f05b8.jpg', '2355819665_39021ff642.jpg', '1539166395_0cdc0accee.jpg']","[0.7654, 0.715, 0.6825]"
990,a child is happily playing on the slide,2358554995_54ed3baa83.jpg,5,0.7236,0.9153,0.1917,"['2988244398_5da7012fce.jpg', '542317719_ed4dd95dc2.jpg', '2576878141_87f25a10f0.jpg']","[0.9153, 0.8636, 0.8294]"
992,a child is preparing to slide down a piece of playground equipment,2358554995_54ed3baa83.jpg,2,0.8108,0.8142,0.0035,"['2576878141_87f25a10f0.jpg', '2358554995_54ed3baa83.jpg', '2988244398_5da7012fce.jpg']","[0.8142, 0.8108, 0.796]"
993,a toddler all bundled up getting ready to go down a slide,2358554995_54ed3baa83.jpg,6,0.6941,0.8833,0.1893,"['2988244398_5da7012fce.jpg', '2576878141_87f25a10f0.jpg', '542317719_ed4dd95dc2.jpg']","[0.8833, 0.8431, 0.8327]"
994,child getting ready to go down a slide,2358554995_54ed3baa83.jpg,5,0.7609,0.8786,0.1176,"['542317719_ed4dd95dc2.jpg', '2988244398_5da7012fce.jpg', '2542037086_58c833699c.jpg']","[0.8786, 0.8576, 0.8038]"
995,brown and white dog playing in the grass,2358898017_24496b80e8.jpg,-1,0.569,0.8614,0.2923,"['2764732789_1392e962d0.jpg', '2886411666_72d8b12ce4.jpg', '2543247940_083f1b7969.jpg']","[0.8614, 0.831, 0.7608]"
996,a tan and white dog is competing in an agility test,2358898017_24496b80e8.jpg,-1,0.4996,0.7756,0.276,"['3224578187_749882c17f.jpg', '2831672255_d779807c14.jpg', '2946016853_ceca4f5a07.jpg']","[0.7756, 0.7655, 0.6866]"
997,a dog races along the grassy track,2358898017_24496b80e8.jpg,-1,0.424,0.8199,0.3959,"['3036596725_541bbe0955.jpg', '3294952558_96bb8c8cf3.jpg', '2444339090_bf7b3211f4.jpg']","[0.8199, 0.7104, 0.6906]"
998,a brown and white dog lays down in a grassy field,2358898017_24496b80e8.jpg,-1,0.4478,0.8018,0.3539,"['2546959333_23b957988f.jpg', '2764732789_1392e962d0.jpg', '2620113705_a8fa89b8f6.jpg']","[0.8018, 0.7058, 0.6978]"
999,a dog is crouching on the grass near a hurdle,2358898017_24496b80e8.jpg,-1,0.5209,0.7182,0.1973,"['3076928208_5763e9eb8c.jpg', '3271468462_701eb88d3b.jpg', '2960033435_c20cc7399a.jpg']","[0.7182, 0.7106, 0.6709]"
1000,a boy rock climbs,236095031_5cb17dc54a.jpg,-1,0.6117,0.7143,0.1025,"['425088533_a460dc4617.jpg', '950273886_88c324e663.jpg', '3698944019_825ef54f2f.jpg']","[0.7143, 0.692, 0.6891]"
1001,a man is rock climbing without a shirt,236095031_5cb17dc54a.jpg,6,0.6391,0.7939,0.1548,"['415793623_6c1225ae27.jpg', '111537222_07e56d5a30.jpg', '1075881101_d55c46bece.jpg']","[0.7939, 0.7515, 0.6693]"
1002,a young boy rock climbing,236095031_5cb17dc54a.jpg,-1,0.5939,0.7247,0.1308,"['950273886_88c324e663.jpg', '3698944019_825ef54f2f.jpg', '415793623_6c1225ae27.jpg']","[0.7247, 0.6939, 0.6698]"
1003,the boy looked down as he climbed the steep rock face,236095031_5cb17dc54a.jpg,4,0.6714,0.772,0.1006,"['950273886_88c324e663.jpg', '415793623_6c1225ae27.jpg', '3613030730_0b28b079ba.jpg']","[0.772, 0.7046, 0.6983]"
1005,the small child is leaning back in a child swing,2362481035_a7600875d0.jpg,2,0.8457,0.8934,0.0477,"['2458269558_277012780d.jpg', '2362481035_a7600875d0.jpg', '2884252132_5d8e776893.jpg']","[0.8934, 0.8457, 0.8293]"
1007,toddler boy smiling while in a swing,2362481035_a7600875d0.jpg,2,0.7949,0.8128,0.018,"['2458269558_277012780d.jpg', '2362481035_a7600875d0.jpg', '3396036947_0af6c3aab7.jpg']","[0.8128, 0.7949, 0.7433]"
1008,a blonde boy in green is on a swing,2362481035_a7600875d0.jpg,5,0.6867,0.8603,0.1736,"['2855417531_521bf47b50.jpg', '2458269558_277012780d.jpg', '3396036947_0af6c3aab7.jpg']","[0.8603, 0.8269, 0.8235]"
1010,a brown and black dog running through a river,2369248869_0266760c4a.jpg,3,0.7703,0.8243,0.054,"['2574230252_f5a1382dd4.jpg', '2756636539_cc1eacbf4a.jpg', '2369248869_0266760c4a.jpg']","[0.8243, 0.8037, 0.7703]"
1011,a dog is running through some water,2369248869_0266760c4a.jpg,2,0.7939,0.8733,0.0794,"['3401902253_cd27e6d0fe.jpg', '2369248869_0266760c4a.jpg', '2417745327_a2c2705043.jpg']","[0.8733, 0.7939, 0.7488]"
1012,a dog running through the water right toward the camera,2369248869_0266760c4a.jpg,3,0.7993,0.8565,0.0572,"['3401902253_cd27e6d0fe.jpg', '2417745327_a2c2705043.jpg', '2369248869_0266760c4a.jpg']","[0.8565, 0.8321, 0.7993]"
1013,a large black and white dog is running through the water,2369248869_0266760c4a.jpg,2,0.7523,0.8864,0.1341,"['3401902253_cd27e6d0fe.jpg', '2369248869_0266760c4a.jpg', '2378127945_8dc9da82d7.jpg']","[0.8864, 0.7523, 0.6674]"
1014,there is a black dog running in a shallow river,2369248869_0266760c4a.jpg,7,0.655,0.8491,0.1941,"['2756636539_cc1eacbf4a.jpg', '3640020134_367941f5ec.jpg', '247778426_fd59734130.jpg']","[0.8491, 0.7799, 0.7756]"
1015,a boy climbs into his toy car,2372572028_53b76104a9.jpg,4,0.7133,0.9088,0.1955,"['2750867389_4b815f793a.jpg', '2381613738_d8d2012e3c.jpg', '2576878141_87f25a10f0.jpg']","[0.9088, 0.8031, 0.7241]"
1016,a child climbs into a gokart,2372572028_53b76104a9.jpg,-1,0.2524,0.7976,0.5452,"['3519815055_304dc8e8d6.jpg', '350443876_c9769f5734.jpg', '425088533_a460dc4617.jpg']","[0.7976, 0.7029, 0.6741]"
1017,a little boy in a blue coat is climbing into a red play truck,2372572028_53b76104a9.jpg,2,0.7924,0.8705,0.0781,"['2750867389_4b815f793a.jpg', '2372572028_53b76104a9.jpg', '2381613738_d8d2012e3c.jpg']","[0.8705, 0.7924, 0.7709]"
1019,a small child wearing a blue coat climbing into a red toy car,2372572028_53b76104a9.jpg,4,0.7088,0.8099,0.1011,"['2576878141_87f25a10f0.jpg', '2750867389_4b815f793a.jpg', '2381613738_d8d2012e3c.jpg']","[0.8099, 0.7925, 0.7092]"
1020,a child rides a wooden horse,2374247382_023a86b9ca.jpg,-1,0.2452,0.8975,0.6523,"['1234293791_6566284bcd.jpg', '2656987333_80dcc82c05.jpg', '3138562460_44227a35cf.jpg']","[0.8975, 0.7709, 0.7554]"
1021,a small boy rides a wooden toy and smiles,2374247382_023a86b9ca.jpg,9,0.5854,0.867,0.2816,"['3751594676_edfbfa0688.jpg', '2648165716_02e2e74fd6.jpg', '2381613738_d8d2012e3c.jpg']","[0.867, 0.7323, 0.7018]"
1022,a toddler is sitting on a wooden horse and smiling,2374247382_023a86b9ca.jpg,-1,0.4633,0.757,0.2936,"['964197865_0133acaeb4.jpg', '2362481035_a7600875d0.jpg', '1234293791_6566284bcd.jpg']","[0.757, 0.7099, 0.7075]"
1023,a young blond boy sitting on a wooden rocky horse,2374247382_023a86b9ca.jpg,-1,0.4216,0.6428,0.2212,"['3698944019_825ef54f2f.jpg', '2647049174_0fb47cee2e.jpg', '964197865_0133acaeb4.jpg']","[0.6428, 0.6344, 0.6334]"
1024,the child is on a wooden rocking horse,2374247382_023a86b9ca.jpg,-1,0.2252,0.889,0.6638,"['1234293791_6566284bcd.jpg', '3541962817_78bcd3835b.jpg', '109202756_b97fcdc62c.jpg']","[0.889, 0.7345, 0.714]"
1026,black dog jumps through snowy field,2378127945_8dc9da82d7.jpg,2,0.7421,0.7661,0.024,"['2335619125_2e2034f2c3.jpg', '2378127945_8dc9da82d7.jpg', '410422753_de506155fa.jpg']","[0.7661, 0.7421, 0.7072]"
1027,a little dog is leaping through the air over a snowy field,2378127945_8dc9da82d7.jpg,6,0.6045,0.7401,0.1356,"['2115631346_9585a479b0.jpg', '3108732084_565b423162.jpg', '2095078658_c14ba89bc2.jpg']","[0.7401, 0.6681, 0.6678]"
1028,a dog is jumping through the air in an open snow covered field,2378127945_8dc9da82d7.jpg,6,0.578,0.7063,0.1283,"['2115631346_9585a479b0.jpg', '3108732084_565b423162.jpg', '106514190_bae200f463.jpg']","[0.7063, 0.6381, 0.6192]"
1029,a dog jumps over the sand,2378127945_8dc9da82d7.jpg,9,0.6085,0.7828,0.1743,"['426191845_1e979e9345.jpg', '1799271536_6e69c8f1dc.jpg', '3488087117_2719647989.jpg']","[0.7828, 0.7405, 0.6818]"
1030,a group of people sitting at a table,2380464803_a64f05bfa9.jpg,7,0.6437,0.8898,0.2461,"['2602258549_7401a3cdae.jpg', '3042380610_c5ea61eef8.jpg', '3210419174_d083a16f77.jpg']","[0.8898, 0.7443, 0.6537]"
1031,a man and a woman sit at a desk another man stands behind the first man,2380464803_a64f05bfa9.jpg,4,0.653,0.7743,0.1213,"['3543378438_47e2712486.jpg', '3042380610_c5ea61eef8.jpg', '3640109324_3ce89e4d1a.jpg']","[0.7743, 0.7274, 0.666]"
1032,three adults at work,2380464803_a64f05bfa9.jpg,-1,0.4978,0.707,0.2092,"['3442844140_15aa45e9b8.jpg', '470887791_86d5a08a38.jpg', '3640109324_3ce89e4d1a.jpg']","[0.707, 0.6676, 0.6484]"
1033,two men and a woman in an office,2380464803_a64f05bfa9.jpg,9,0.6636,0.812,0.1484,"['3105929913_94a6882e25.jpg', '3199895624_4f01798c6f.jpg', '3400385314_a5bc062e97.jpg']","[0.812, 0.7984, 0.7815]"
1034,two men wearing black smile while a seated woman behind them looks tired,2380464803_a64f05bfa9.jpg,-1,0.4245,0.7256,0.3011,"['3134585858_a8c3493ca5.jpg', '3474265683_43b1033d94.jpg', '3543378438_47e2712486.jpg']","[0.7256, 0.7033, 0.6921]"
1041,an officer and dog are walking in front of a queue of people,239453674_0df7767208.jpg,6,0.681,0.752,0.071,"['256444892_efcb3bd824.jpg', '397547349_1fd14b95af.jpg', '245252561_4f20f1c89e.jpg']","[0.752, 0.7317, 0.7314]"
1042,a policeman is next to his german shepherd,239453674_0df7767208.jpg,6,0.5634,0.7496,0.1861,"['397547349_1fd14b95af.jpg', '3526805681_38461c0d5d.jpg', '2340919359_f56787d307.jpg']","[0.7496, 0.6877, 0.6412]"
1043,a policeman walks away from a gate with a large brown and black dog,239453674_0df7767208.jpg,6,0.6231,0.7477,0.1246,"['397547349_1fd14b95af.jpg', '256444892_efcb3bd824.jpg', '268365231_a0acecdc45.jpg']","[0.7477, 0.7387, 0.6939]"
1044,the policeman walks with his german shepherd,239453674_0df7767208.jpg,-1,0.5659,0.7879,0.222,"['397547349_1fd14b95af.jpg', '256444892_efcb3bd824.jpg', '2222559267_6fd31e3941.jpg']","[0.7879, 0.6737, 0.652]"
1045,two cows stand nearby while a dog races past both of them,2403544744_cba152f5c1.jpg,3,0.6324,0.6466,0.0142,"['3025334206_76888792e5.jpg', '909808296_23c427022d.jpg', '2403544744_cba152f5c1.jpg']","[0.6466, 0.6439, 0.6324]"
1046,dog running in front of two white and brown cows,2403544744_cba152f5c1.jpg,2,0.7885,0.828,0.0395,"['2176874361_2b4149010b.jpg', '2403544744_cba152f5c1.jpg', '2419221084_01a14176b4.jpg']","[0.828, 0.7885, 0.7717]"
1047,dog herding cows,2403544744_cba152f5c1.jpg,2,0.8279,0.8347,0.0068,"['536721406_884ab8fece.jpg', '2403544744_cba152f5c1.jpg', '2176874361_2b4149010b.jpg']","[0.8347, 0.8279, 0.8158]"
1048,a dog runs by two cows,2403544744_cba152f5c1.jpg,2,0.7811,0.8329,0.0517,"['2176874361_2b4149010b.jpg', '2403544744_cba152f5c1.jpg', '536721406_884ab8fece.jpg']","[0.8329, 0.7811, 0.7689]"
1049,a light brown dog is playing in front of two spotted cows,2403544744_cba152f5c1.jpg,2,0.8011,0.8217,0.0206,"['2176874361_2b4149010b.jpg', '2403544744_cba152f5c1.jpg', '536721406_884ab8fece.jpg']","[0.8217, 0.8011, 0.7072]"
1050,a black dog is running through a swampy area with tall reeds,2404520067_87798dbaee.jpg,6,0.6232,0.6903,0.0671,"['3707283973_5cdaa39340.jpg', '3019857541_3de3e24f54.jpg', '2943023421_e297f05e11.jpg']","[0.6903, 0.6865, 0.6828]"
1051,a large dog runs through a field in the rain,2404520067_87798dbaee.jpg,2,0.6684,0.6813,0.0129,"['2584487952_f70e5aa9bf.jpg', '2404520067_87798dbaee.jpg', '2986716822_e220754d32.jpg']","[0.6813, 0.6684, 0.6595]"
1053,the dog runs through the field,2404520067_87798dbaee.jpg,2,0.7575,0.7967,0.0392,"['3518675890_2f65e23ff9.jpg', '2404520067_87798dbaee.jpg', '2584487952_f70e5aa9bf.jpg']","[0.7967, 0.7575, 0.7546]"
1054,the speckled dog runs through the marsh,2404520067_87798dbaee.jpg,3,0.7414,0.8163,0.0749,"['3401902253_cd27e6d0fe.jpg', '2270483627_16fe41b063.jpg', '2404520067_87798dbaee.jpg']","[0.8163, 0.7872, 0.7414]"
1055,white dog chasing a yellow toy,2404692474_37da774368.jpg,-1,0.493,0.7823,0.2893,"['3368671163_0171259581.jpg', '512101751_05a6d93e19.jpg', '2946016853_ceca4f5a07.jpg']","[0.7823, 0.7536, 0.6737]"
1057,a dog chasing a toy duck,2404692474_37da774368.jpg,-1,0.4932,0.8005,0.3073,"['2505360288_c972bd29c4.jpg', '535529555_583d89b7f2.jpg', '1346529555_e916816cfe.jpg']","[0.8005, 0.7748, 0.7382]"
1058,a dog runs across the grass to get his toy,2404692474_37da774368.jpg,8,0.6999,0.8465,0.1466,"['1346529555_e916816cfe.jpg', '241046599_28b0ca7b9f.jpg', '2584487952_f70e5aa9bf.jpg']","[0.8465, 0.7605, 0.7568]"
1059,the dog barks at the toy,2404692474_37da774368.jpg,-1,0.3026,0.7277,0.4251,"['428796930_476a3d6395.jpg', '3751594676_edfbfa0688.jpg', '427936315_0b8f7b8d23.jpg']","[0.7277, 0.6879, 0.6793]"
1060,a brown dog is running on a dirt path,240583223_e26e17ee96.jpg,5,0.6804,0.7595,0.0791,"['2632366677_43dee456a5.jpg', '3435035138_af32890a4c.jpg', '1324816249_86600a6759.jpg']","[0.7595, 0.6944, 0.6846]"
1061,a dog is running down a dirt path,240583223_e26e17ee96.jpg,-1,0.5336,0.8079,0.2743,"['3435035138_af32890a4c.jpg', '1932161768_996eadac87.jpg', '697582336_601462e052.jpg']","[0.8079, 0.7596, 0.6153]"
1062,a running golden retriever,240583223_e26e17ee96.jpg,-1,0.4653,0.7295,0.2642,"['397547349_1fd14b95af.jpg', '2555535057_007501dae5.jpg', '1084040636_97d9633581.jpg']","[0.7295, 0.7055, 0.6923]"
1063,a yellow dog running down a sandy path,240583223_e26e17ee96.jpg,7,0.6509,0.7269,0.076,"['140430106_2978fda105.jpg', '426191845_1e979e9345.jpg', '3435035138_af32890a4c.jpg']","[0.7269, 0.7027, 0.6765]"
1064,the yellow dog is running on the dirt road,240583223_e26e17ee96.jpg,4,0.6893,0.7398,0.0506,"['3435035138_af32890a4c.jpg', '2632366677_43dee456a5.jpg', '1932161768_996eadac87.jpg']","[0.7398, 0.7252, 0.7218]"
1065,a small black and white dog running on the beach with several people in the background,2407470303_6fd5e3600d.jpg,4,0.7608,0.8496,0.0888,"['1799271536_6e69c8f1dc.jpg', '339350939_6643bfb270.jpg', '3673165148_67f217064f.jpg']","[0.8496, 0.8361, 0.7738]"
1066,dog in foreground with three people in background,2407470303_6fd5e3600d.jpg,-1,0.0587,0.7459,0.6871,"['397547349_1fd14b95af.jpg', '3526805681_38461c0d5d.jpg', '1643915227_9f48068772.jpg']","[0.7459, 0.731, 0.6691]"
1067,a shaggy dog runs in front of three people on the beach,2407470303_6fd5e3600d.jpg,-1,0.5822,0.7685,0.1863,"['140430106_2978fda105.jpg', '2281006675_fde04e93dd.jpg', '3235746553_a40416c00e.jpg']","[0.7685, 0.7635, 0.7026]"
1068,a family is playing on the beach with their dog,2407470303_6fd5e3600d.jpg,7,0.6545,0.8161,0.1616,"['2759211664_d21393b668.jpg', '3070031806_3d587c2a66.jpg', '489773343_a8aecf7db3.jpg']","[0.8161, 0.7755, 0.7403]"
1071,a red and white car is overturned on a dirt track,2410153942_ba4a136358.jpg,-1,0.3811,0.8582,0.4771,"['2522540026_6ee8ab4c6a.jpg', '3578068665_87bdacef6a.jpg', '2943023421_e297f05e11.jpg']","[0.8582, 0.8508, 0.8263]"
1072,a red car has rolled over on a dirt track,2410153942_ba4a136358.jpg,-1,0.314,0.8286,0.5145,"['2522540026_6ee8ab4c6a.jpg', '3578068665_87bdacef6a.jpg', '2943023421_e297f05e11.jpg']","[0.8286, 0.8283, 0.7845]"
1073,the vehicle is lying on its side with the driver inside,2410153942_ba4a136358.jpg,2,0.7434,0.7687,0.0253,"['2750867389_4b815f793a.jpg', '2410153942_ba4a136358.jpg', '3057497487_57ecc60ff1.jpg']","[0.7687, 0.7434, 0.7363]"
1074,this offroading driver has tipped his truck,2410153942_ba4a136358.jpg,7,0.636,0.7855,0.1495,"['397601572_9587a39291.jpg', '3530502404_f8c3a3f61c.jpg', '403678611_73978faed7.jpg']","[0.7855, 0.7595, 0.6924]"
1075,the dog is wearing a purple cape,241046599_28b0ca7b9f.jpg,-1,0.2076,0.776,0.5683,"['2525270674_4ab536e7ec.jpg', '3595643050_d312e4b652.jpg', '337647771_3b819feaba.jpg']","[0.776, 0.7263, 0.686]"
1077,a small dog wearing a purple and green cape,241046599_28b0ca7b9f.jpg,-1,0.2625,0.7912,0.5288,"['3595643050_d312e4b652.jpg', '2525270674_4ab536e7ec.jpg', '2555535057_007501dae5.jpg']","[0.7912, 0.7568, 0.7365]"
1078,a miniature dachshund has an apron on its back,241046599_28b0ca7b9f.jpg,-1,-0.2586,0.6861,0.9448,"['251958970_fa6b423f23.jpg', '2437266971_b91a8f9a00.jpg', '2815256108_fc1302117d.jpg']","[0.6861, 0.6798, 0.6783]"
1079,a small brown dog is running across the grass wearing a purple and green coat,241046599_28b0ca7b9f.jpg,2,0.7721,0.8255,0.0534,"['2764732789_1392e962d0.jpg', '241046599_28b0ca7b9f.jpg', '2404692474_37da774368.jpg']","[0.8255, 0.7721, 0.7573]"
1081,a boy wearing a red jersey is running in the street,2410618963_fb78307d18.jpg,4,0.6726,0.7812,0.1085,"['3111208043_dbe8e87fa1.jpg', '3434452829_62cee280bc.jpg', '3405942945_f4af2934a6.jpg']","[0.7812, 0.6792, 0.6761]"
1082,a young boy in an orange shirt is smiling as he runs in a city scene,2410618963_fb78307d18.jpg,3,0.7066,0.8168,0.1101,"['2021671653_567395c7cf.jpg', '3405942945_f4af2934a6.jpg', '2410618963_fb78307d18.jpg']","[0.8168, 0.7209, 0.7066]"
1084,a young man running on a sidewalk with graffiti in the background,2410618963_fb78307d18.jpg,-1,0.614,0.7895,0.1755,"['2497074804_b4f3e7fd90.jpg', '2021671653_567395c7cf.jpg', '495055747_a75872762a.jpg']","[0.7895, 0.7333, 0.7159]"
