caption_idx,caption,ground_truth_image,actual_rank_of_gt,gt_score,top1_score,score_gap,predicted_top3_images,predicted_top3_scores
902,a guy skateboarding on midair,232193739_ed5f348c7a.jpg,-1,0.2189,0.7783,0.5593,"['3446762868_06e9d9d899.jpg', '3240351042_5d29c94b0e.jpg', '3241965735_8742782a70.jpg']","[0.7783, 0.715, 0.7142]"
903,a man on a skateboard doing a jump over concrete,232193739_ed5f348c7a.jpg,3,0.7085,0.7478,0.0393,"['3348811097_0e09baa26f.jpg', '2876494009_9f96d7eaf2.jpg', '232193739_ed5f348c7a.jpg']","[0.7478, 0.7094, 0.7085]"
904,a man on a skateboard is jumping in the air with it,232193739_ed5f348c7a.jpg,-1,0.5794,0.7707,0.1914,"['3446762868_06e9d9d899.jpg', '2700147489_f1664f2b61.jpg', '3438858409_136345fa07.jpg']","[0.7707, 0.7427, 0.7149]"
905,a black and brown dog is laying with a tiger striped toy,2325258180_6217dd17eb.jpg,2,0.7166,0.8149,0.0983,"['2949353587_64c54e9589.jpg', '2325258180_6217dd17eb.jpg', '3383545083_1d7c95b003.jpg']","[0.8149, 0.7166, 0.6944]"
906,a black and brown dog is playing with his chew toys,2325258180_6217dd17eb.jpg,2,0.7287,0.7563,0.0276,"['2949353587_64c54e9589.jpg', '2325258180_6217dd17eb.jpg', '3494345896_dd6b32cfa3.jpg']","[0.7563, 0.7287, 0.6505]"
907,a black dog plays with two soft toys in front of a fireplace,2325258180_6217dd17eb.jpg,2,0.7927,0.8227,0.03,"['3383545083_1d7c95b003.jpg', '2325258180_6217dd17eb.jpg', '2949353587_64c54e9589.jpg']","[0.8227, 0.7927, 0.7836]"
909,black big dog is trying to chew into soft toy,2325258180_6217dd17eb.jpg,3,0.7863,0.8387,0.0524,"['3383545083_1d7c95b003.jpg', '1026685415_0431cbf574.jpg', '2325258180_6217dd17eb.jpg']","[0.8387, 0.8178, 0.7863]"
910,a mountain climber wearing an orange helmet swings his axe,2327088022_478dbd2c17.jpg,-1,0.298,0.7239,0.4259,"['111537222_07e56d5a30.jpg', '3488512097_e500cb499f.jpg', '3339586622_a7676b30e1.jpg']","[0.7239, 0.68, 0.6295]"
911,an ice climber wearing an orange helmet is hacking the ice with his ice pick,2327088022_478dbd2c17.jpg,-1,0.4658,0.6707,0.205,"['542317719_ed4dd95dc2.jpg', '3164415865_612f9fd8bc.jpg', '111537222_07e56d5a30.jpg']","[0.6707, 0.6487, 0.6145]"
912,a man donning an orange helmet is climbing up a white glacier,2327088022_478dbd2c17.jpg,-1,0.3769,0.74,0.363,"['111537222_07e56d5a30.jpg', '2888732432_7e907a3df1.jpg', '561179884_8b6b925ef9.jpg']","[0.74, 0.6366, 0.6305]"
913,a man climbing an icy glacier with the assistance of a pick,2327088022_478dbd2c17.jpg,-1,0.2905,0.599,0.3085,"['432167214_c17fcc1a2d.jpg', '310728631_155c3bbeea.jpg', '2244551043_21b8cca866.jpg']","[0.599, 0.5976, 0.5877]"
914,a man is chiseling into ice,2327088022_478dbd2c17.jpg,-1,0.245,0.6106,0.3656,"['1298866571_b4c496b71c.jpg', '3519815055_304dc8e8d6.jpg', '2991575785_bd4868e215.jpg']","[0.6106, 0.6031, 0.5879]"
915,a man in a hoodie is looking at a pad of paper outside a window,2328104318_5a43ca170c.jpg,-1,0.254,0.7808,0.5268,"['1057210460_09c6f4c6c1.jpg', '432167214_c17fcc1a2d.jpg', '1225443522_1633e7121f.jpg']","[0.7808, 0.7575, 0.7354]"
916,a man is standing beside a grip stand writing on a note pad,2328104318_5a43ca170c.jpg,-1,0.1689,0.7827,0.6138,"['432167214_c17fcc1a2d.jpg', '2437266971_b91a8f9a00.jpg', '251958970_fa6b423f23.jpg']","[0.7827, 0.7577, 0.7538]"
917,a man wearing a blue sweatshirt stands outside and writes in a notebook,2328104318_5a43ca170c.jpg,-1,0.3331,0.7131,0.38,"['1429723917_6af585e4c0.jpg', '1418019748_51c7d59c11.jpg', '1057210460_09c6f4c6c1.jpg']","[0.7131, 0.6777, 0.6569]"
918,a man wearing glasses is drawing,2328104318_5a43ca170c.jpg,-1,0.306,0.7845,0.4785,"['3412249548_00820fc4ca.jpg', '1418019748_51c7d59c11.jpg', '358607894_5abb1250d3.jpg']","[0.7845, 0.6924, 0.6308]"
919,a man writing something down behind a bush,2328104318_5a43ca170c.jpg,9,0.5352,0.6812,0.1461,"['3495490064_8db40a83af.jpg', '2490365757_b869282cb3.jpg', '2565350330_c7f305e7f7.jpg']","[0.6812, 0.6649, 0.578]"
920,a woman wearing a cowboy hat and carrying luggage,2328616978_fb21be2b87.jpg,3,0.5943,0.6983,0.104,"['2533076864_d799996433.jpg', '2527163162_d0fb802992.jpg', '2328616978_fb21be2b87.jpg']","[0.6983, 0.686, 0.5943]"
921,a woman stands in a black dress pulling a cart in front of two men seated on a park bench,2328616978_fb21be2b87.jpg,-1,0.2448,0.7429,0.4981,"['2229179070_dc8ea8582e.jpg', '219730733_6a55382dd2.jpg', '2610447973_89227ff978.jpg']","[0.7429, 0.7042, 0.6848]"
922,a lady with a cowboy hat and holding a cross looking at some men on a bench,2328616978_fb21be2b87.jpg,-1,0.3161,0.6934,0.3773,"['3091962081_194f2f3bd4.jpg', '2557972410_6925fe695c.jpg', '942399470_6132d3e5d2.jpg']","[0.6934, 0.6003, 0.5875]"
923,a lady wearing a black dress carrying a white cross,2328616978_fb21be2b87.jpg,-1,0.4825,0.6692,0.1867,"['502884177_25939ac000.jpg', '2525270674_4ab536e7ec.jpg', '2504277798_936a09c74d.jpg']","[0.6692, 0.6658, 0.6232]"
924,a woman in the park is talking to a few men,2328616978_fb21be2b87.jpg,-1,0.1561,0.7589,0.6028,"['454686980_7517fe0c2e.jpg', '617038406_4092ee91dd.jpg', '2443380641_7b38d18f5b.jpg']","[0.7589, 0.716, 0.6623]"
925,the skateboarder is performing a trick off a ramp,2332540384_4cf26406a9.jpg,8,0.6118,0.8771,0.2653,"['2876494009_9f96d7eaf2.jpg', '3323988406_e3c8fce690.jpg', '3446762868_06e9d9d899.jpg']","[0.8771, 0.7522, 0.751]"
927,a skateboarder doing a trick on a ramp,2332540384_4cf26406a9.jpg,4,0.6756,0.8274,0.1518,"['3576741633_671340544c.jpg', '2876494009_9f96d7eaf2.jpg', '3323988406_e3c8fce690.jpg']","[0.8274, 0.7723, 0.725]"
928,a skateboard rides up the ramp and does a trick in midair,2332540384_4cf26406a9.jpg,-1,0.5662,0.7701,0.2039,"['3531811969_49af4c22f0.jpg', '2876494009_9f96d7eaf2.jpg', '3724113279_99b6e5bf41.jpg']","[0.7701, 0.7138, 0.6877]"
929,the skateboarder launches off a quarter pipe,2332540384_4cf26406a9.jpg,-1,0.5623,0.8199,0.2576,"['3323988406_e3c8fce690.jpg', '2876494009_9f96d7eaf2.jpg', '3576741633_671340544c.jpg']","[0.8199, 0.7652, 0.751]"
930,several children and jumping on a trampoline in the snow,2335428699_4eba9b6245.jpg,9,0.5969,0.6873,0.0904,"['2257294002_0073263c54.jpg', '72218201_e0e9c7d65b.jpg', '2061144717_5b3a1864f0.jpg']","[0.6873, 0.6868, 0.6553]"
931,five children jump on a large trampoline while the snow outside melts,2335428699_4eba9b6245.jpg,2,0.6718,0.7127,0.0409,"['2257294002_0073263c54.jpg', '2335428699_4eba9b6245.jpg', '2061144717_5b3a1864f0.jpg']","[0.7127, 0.6718, 0.6662]"
932,four children on a trampoline in a snow covered area,2335428699_4eba9b6245.jpg,-1,0.5438,0.696,0.1522,"['2538477523_1da77eb11c.jpg', '2301867590_98c0ecb0cb.jpg', '2061144717_5b3a1864f0.jpg']","[0.696, 0.6705, 0.651]"
933,children jumping on a trampoline,2335428699_4eba9b6245.jpg,3,0.6771,0.6979,0.0208,"['210126070_0d43b300b9.jpg', '2687328779_b4356dab16.jpg', '2335428699_4eba9b6245.jpg']","[0.6979, 0.689, 0.6771]"
934,children are playing on a trampoline in the snow,2335428699_4eba9b6245.jpg,-1,0.5173,0.7388,0.2215,"['2538477523_1da77eb11c.jpg', '72218201_e0e9c7d65b.jpg', '2301867590_98c0ecb0cb.jpg']","[0.7388, 0.7311, 0.7107]"
940,a boy and girl are placing a red blindfold over a woman s eyes,2337809114_899ba61330.jpg,5,0.5836,0.7028,0.1192,"['3351667846_ac43118ae5.jpg', '3437315443_ba2263f92e.jpg', '3289817083_4e78e1c05a.jpg']","[0.7028, 0.6637, 0.6473]"
941,a girl is blindfolded by a young boy and girl,2337809114_899ba61330.jpg,7,0.529,0.7057,0.1767,"['3437315443_ba2263f92e.jpg', '2102732029_9ae520914d.jpg', '2516317118_10ae66b87a.jpg']","[0.7057, 0.6847, 0.6151]"
942,a person being blindfolded by a girl and a boy,2337809114_899ba61330.jpg,-1,0.4065,0.754,0.3475,"['3437315443_ba2263f92e.jpg', '2102732029_9ae520914d.jpg', '278002800_3817135105.jpg']","[0.754, 0.7494, 0.6307]"
943,three kids play one is blindfolded,2337809114_899ba61330.jpg,-1,0.1119,0.6693,0.5574,"['3515451715_ac5ac04efa.jpg', '3656104088_a0d1642fa9.jpg', '3480052428_c034b98a08.jpg']","[0.6693, 0.6556, 0.6261]"
944,two young children are playing with a teenage girl who is blindfolded,2337809114_899ba61330.jpg,2,0.6851,0.6868,0.0017,"['3318995586_c2bc50b92e.jpg', '2337809114_899ba61330.jpg', '3661072592_2e693cd5a0.jpg']","[0.6868, 0.6851, 0.6445]"
945,a woman wearing a yellow jacket traversing on skis,2339140905_9f625f140a.jpg,3,0.6361,0.6593,0.0232,"['454709143_9c513f095c.jpg', '2194494220_bb2178832c.jpg', '2339140905_9f625f140a.jpg']","[0.6593, 0.6416, 0.6361]"
950,a brown dog is swimming in the water,2339946012_06bd480ab8.jpg,7,0.8023,0.9033,0.101,"['443430496_3fea95a07d.jpg', '431410325_f4916b5460.jpg', '2613209320_edf6a2b7e9.jpg']","[0.9033, 0.8927, 0.8862]"
951,a brown dog swimming for a stick in the water,2339946012_06bd480ab8.jpg,8,0.7422,0.9155,0.1734,"['443430496_3fea95a07d.jpg', '431410325_f4916b5460.jpg', '2613209320_edf6a2b7e9.jpg']","[0.9155, 0.8671, 0.8528]"
952,a dog swims in the water,2339946012_06bd480ab8.jpg,3,0.8237,0.8923,0.0686,"['2369248869_0266760c4a.jpg', '3712742641_641282803e.jpg', '2339946012_06bd480ab8.jpg']","[0.8923, 0.8719, 0.8237]"
953,a dog swims toward a stick,2339946012_06bd480ab8.jpg,4,0.7021,0.7382,0.0361,"['2209496328_2a34fd201d.jpg', '3695949492_27ca3892fd.jpg', '3712742641_641282803e.jpg']","[0.7382, 0.7199, 0.7116]"
954,the large brown dog is paddling in the water,2339946012_06bd480ab8.jpg,9,0.6329,0.8146,0.1818,"['2220175999_081aa9cce8.jpg', '443430496_3fea95a07d.jpg', '431410325_f4916b5460.jpg']","[0.8146, 0.7486, 0.7318]"
955,a running dog and a standing man on a dry field of grass,2340919359_f56787d307.jpg,3,0.6368,0.7163,0.0795,"['433855742_c2a6fda763.jpg', '3025334206_76888792e5.jpg', '2340919359_f56787d307.jpg']","[0.7163, 0.6542, 0.6368]"
956,an attack dog is working with his trainer,2340919359_f56787d307.jpg,6,0.6409,0.8537,0.2128,"['3228069008_edb2961fc4.jpg', '1348947380_14f0fc1237.jpg', '1975531316_8b00eeaaf7.jpg']","[0.8537, 0.815, 0.7965]"
957,a man wearing a black and white shirt jumping on a dog s back,2340919359_f56787d307.jpg,7,0.6903,0.8328,0.1425,"['2839807428_efe42423f2.jpg', '3618932839_acd7d2c2ea.jpg', '2970183443_accd597e0a.jpg']","[0.8328, 0.7983, 0.7468]"
958,a man is sitting on a black and brown dog,2340919359_f56787d307.jpg,2,0.7969,0.8004,0.0035,"['1348947380_14f0fc1237.jpg', '2340919359_f56787d307.jpg', '1975531316_8b00eeaaf7.jpg']","[0.8004, 0.7969, 0.7717]"
960,a boy in a green shirt is jumping with his arms in the air at the end of a bowling alley,2341254813_c53a5ef27a.jpg,3,0.6597,0.7863,0.1265,"['520491467_54cbc0a866.jpg', '693785581_68bec8312a.jpg', '2341254813_c53a5ef27a.jpg']","[0.7863, 0.7046, 0.6597]"
961,a boy wearing a green shirt is jumping in front of a lane at a bowling alley,2341254813_c53a5ef27a.jpg,4,0.6872,0.7124,0.0253,"['3396043950_12783c5147.jpg', '3701226275_952547ba0f.jpg', '2915183095_4ed4aa4f37.jpg']","[0.7124, 0.7108, 0.6923]"
962,a child jumps in the air at a bowling alley,2341254813_c53a5ef27a.jpg,9,0.6317,0.7894,0.1577,"['520491467_54cbc0a866.jpg', '693785581_68bec8312a.jpg', '1309330801_aeeb23f1ee.jpg']","[0.7894, 0.7001, 0.687]"
963,a young boy with a mohawk and green shirt is excited about bowling,2341254813_c53a5ef27a.jpg,-1,0.3677,0.7662,0.3985,"['1860543210_47e94cf652.jpg', '3741827382_71e93298d0.jpg', '3494394662_3edfd4a34c.jpg']","[0.7662, 0.7453, 0.6942]"
964,a young boy with a mohawk jumping at a bowling alley,2341254813_c53a5ef27a.jpg,6,0.598,0.7008,0.1028,"['3701226275_952547ba0f.jpg', '693785581_68bec8312a.jpg', '3396043950_12783c5147.jpg']","[0.7008, 0.6659, 0.6197]"
965,the man in the red cap is rollerskating on a path in front of the white building,2344412916_9a5a9b1c82.jpg,2,0.6108,0.672,0.0612,"['2868575889_2c030aa8ae.jpg', '2344412916_9a5a9b1c82.jpg', '2973638173_0dc21fd443.jpg']","[0.672, 0.6108, 0.5863]"
966,a man rollerblades in a park,2344412916_9a5a9b1c82.jpg,-1,0.4846,0.8439,0.3593,"['2968135512_51fbb56e3e.jpg', '232193739_ed5f348c7a.jpg', '2891961886_b7a2f0b0fd.jpg']","[0.8439, 0.8122, 0.7369]"
967,the man is rollerblading in a red hat blue shirt and tan pants,2344412916_9a5a9b1c82.jpg,6,0.6614,0.7081,0.0467,"['206087108_d4557d38ee.jpg', '3530087422_7eb2b2c289.jpg', '2557972410_6925fe695c.jpg']","[0.7081, 0.7036, 0.6871]"
968,a man on rollerblades glides down a park path,2344412916_9a5a9b1c82.jpg,3,0.692,0.7173,0.0253,"['232193739_ed5f348c7a.jpg', '2973638173_0dc21fd443.jpg', '2344412916_9a5a9b1c82.jpg']","[0.7173, 0.7139, 0.692]"
969,a man rollerblading down a path through an active community,2344412916_9a5a9b1c82.jpg,2,0.6198,0.6788,0.059,"['3215108916_0473007b47.jpg', '2344412916_9a5a9b1c82.jpg', '3435035138_af32890a4c.jpg']","[0.6788, 0.6198, 0.6047]"
970,an adult is attending to child on a crowded path surrounding a body of water,2346772831_b2748ba1f0.jpg,-1,0.4846,0.6483,0.1636,"['3572346664_e1e6c77f11.jpg', '3437315443_ba2263f92e.jpg', '3178489390_13a6ae7524.jpg']","[0.6483, 0.5779, 0.5678]"
971,a woman bends over to attend to her child in a yellow jacket,2346772831_b2748ba1f0.jpg,-1,0.3261,0.6428,0.3166,"['3437315443_ba2263f92e.jpg', '3289817083_4e78e1c05a.jpg', '2102732029_9ae520914d.jpg']","[0.6428, 0.6278, 0.6175]"
972,a woman wearing a backpack leans down to speak with a young child,2346772831_b2748ba1f0.jpg,-1,0.3201,0.7345,0.4144,"['2102732029_9ae520914d.jpg', '3640241166_b1ab7a8e7a.jpg', '503090187_8758ab5680.jpg']","[0.7345, 0.6718, 0.6634]"
973,children at the park with their parents,2346772831_b2748ba1f0.jpg,-1,0.1005,0.7037,0.6032,"['3694093650_547259731e.jpg', '3661072592_2e693cd5a0.jpg', '2868324804_5cc8030484.jpg']","[0.7037, 0.6754, 0.6627]"
974,woman in yellow shirt bending over boy crouching on the ground,2346772831_b2748ba1f0.jpg,-1,0.4546,0.7249,0.2703,"['2707873672_15e6b5d54b.jpg', '2102732029_9ae520914d.jpg', '3630332976_fdba22c50b.jpg']","[0.7249, 0.6809, 0.618]"
975,two dogs play together on the bed,2347921097_f2e35753c0.jpg,10,0.5335,0.8655,0.332,"['3086523890_fd9394af8b.jpg', '351876121_c7c0221928.jpg', '2981372647_2061278c60.jpg']","[0.8655, 0.8182, 0.6345]"
976,the dogs are playing on the bed,2347921097_f2e35753c0.jpg,-1,0.5471,0.9078,0.3607,"['3086523890_fd9394af8b.jpg', '351876121_c7c0221928.jpg', '2545192257_142fe9e2de.jpg']","[0.9078, 0.8263, 0.7477]"
977,a brown and black dog sits on a bed and looks at a gray and white dog,2347921097_f2e35753c0.jpg,4,0.7443,0.8424,0.0981,"['351876121_c7c0221928.jpg', '2545192257_142fe9e2de.jpg', '3086523890_fd9394af8b.jpg']","[0.8424, 0.7777, 0.7493]"
978,a grey and white puddle fighting next to another black and brown dog on a bed,2347921097_f2e35753c0.jpg,4,0.7561,0.8897,0.1337,"['351876121_c7c0221928.jpg', '2545192257_142fe9e2de.jpg', '3086523890_fd9394af8b.jpg']","[0.8897, 0.8669, 0.7891]"
979,brown and white dog with brown and black dog on gray sheet,2347921097_f2e35753c0.jpg,3,0.6316,0.8452,0.2136,"['351876121_c7c0221928.jpg', '2419221084_01a14176b4.jpg', '2347921097_f2e35753c0.jpg']","[0.8452, 0.6482, 0.6316]"
980,a boy wearing blue shorts is doing a back flip in the air under a tree,2351479551_e8820a1ff3.jpg,7,0.5863,0.7776,0.1913,"['2061354254_faa5bd294b.jpg', '3686924335_3c51e8834a.jpg', '762947607_2001ee4c72.jpg']","[0.7776, 0.6455, 0.641]"
981,a man in midair doing a flip,2351479551_e8820a1ff3.jpg,-1,0.6187,0.8302,0.2114,"['2700147489_f1664f2b61.jpg', '3446762868_06e9d9d899.jpg', '3179336562_c3d0c0a3bd.jpg']","[0.8302, 0.7415, 0.7277]"
982,a young man jumping a back flip off of a concrete wall,2351479551_e8820a1ff3.jpg,6,0.6855,0.7826,0.097,"['3029472296_d429b1586c.jpg', '2922512807_d382528a93.jpg', '3472066410_065b4f99d3.jpg']","[0.7826, 0.7705, 0.7446]"
983,man with blue pants flipping in the air,2351479551_e8820a1ff3.jpg,6,0.695,0.7941,0.0991,"['2061354254_faa5bd294b.jpg', '3446762868_06e9d9d899.jpg', '3564385317_1bf5094068.jpg']","[0.7941, 0.7567, 0.7407]"
984,the boy wearing blue pants is in the midst of a back flip,2351479551_e8820a1ff3.jpg,-1,0.4759,0.6402,0.1644,"['693785581_68bec8312a.jpg', '350443876_c9769f5734.jpg', '3630332976_fdba22c50b.jpg']","[0.6402, 0.6376, 0.6209]"
985,boy wearing safety gear rides green bike through suburban streets,2355819665_39021ff642.jpg,3,0.6277,0.7157,0.088,"['3484820303_7be0e914b4.jpg', '2834103050_512e5b330a.jpg', '2355819665_39021ff642.jpg']","[0.7157, 0.6743, 0.6277]"
986,the kid rides his green and black bike down the street,2355819665_39021ff642.jpg,4,0.609,0.738,0.129,"['3484820303_7be0e914b4.jpg', '2192411521_9c7e488c5e.jpg', '2372572028_53b76104a9.jpg']","[0.738, 0.6982, 0.6487]"
987,a child rides a bicycle in a sunny neighborhood,2355819665_39021ff642.jpg,3,0.697,0.8371,0.1401,"['3484820303_7be0e914b4.jpg', '2192411521_9c7e488c5e.jpg', '2355819665_39021ff642.jpg']","[0.8371, 0.8117, 0.697]"
988,a boy on a bike rides around the neighborhood,2355819665_39021ff642.jpg,6,0.5929,0.7955,0.2026,"['3484820303_7be0e914b4.jpg', '2988244398_5da7012fce.jpg', '2192411521_9c7e488c5e.jpg']","[0.7955, 0.6124, 0.6084]"
989,a child is riding a green bike and wearing an orange shirt and red helmet,2355819665_39021ff642.jpg,7,0.6236,0.6714,0.0478,"['3484820303_7be0e914b4.jpg', '2192411521_9c7e488c5e.jpg', '2372572028_53b76104a9.jpg']","[0.6714, 0.6571, 0.6433]"
990,a child is happily playing on the slide,2358554995_54ed3baa83.jpg,5,0.7541,0.911,0.1569,"['2597737483_6518a230e4.jpg', '2988244398_5da7012fce.jpg', '640409060_6af18fdd54.jpg']","[0.911, 0.8218, 0.7855]"
992,a child is preparing to slide down a piece of playground equipment,2358554995_54ed3baa83.jpg,2,0.8308,0.8675,0.0368,"['2597737483_6518a230e4.jpg', '2358554995_54ed3baa83.jpg', '640409060_6af18fdd54.jpg']","[0.8675, 0.8308, 0.7901]"
995,brown and white dog playing in the grass,2358898017_24496b80e8.jpg,-1,0.5115,0.9189,0.4075,"['2584412512_6767593f24.jpg', '2886411666_72d8b12ce4.jpg', '2620113705_a8fa89b8f6.jpg']","[0.9189, 0.8213, 0.7811]"
996,a tan and white dog is competing in an agility test,2358898017_24496b80e8.jpg,6,0.672,0.772,0.0999,"['3619630328_2d0865b6f4.jpg', '2677614492_792023b928.jpg', '2831672255_d779807c14.jpg']","[0.772, 0.7226, 0.6999]"
997,a dog races along the grassy track,2358898017_24496b80e8.jpg,-1,0.4692,0.836,0.3668,"['3036596725_541bbe0955.jpg', '512101751_05a6d93e19.jpg', '3271084924_4778d556cc.jpg']","[0.836, 0.6669, 0.6612]"
998,a brown and white dog lays down in a grassy field,2358898017_24496b80e8.jpg,-1,0.3742,0.7435,0.3693,"['2584412512_6767593f24.jpg', '763577068_4b96ed768b.jpg', '2546959333_23b957988f.jpg']","[0.7435, 0.696, 0.6923]"
999,a dog is crouching on the grass near a hurdle,2358898017_24496b80e8.jpg,-1,0.4933,0.8242,0.331,"['3076928208_5763e9eb8c.jpg', '3271468462_701eb88d3b.jpg', '2229179070_dc8ea8582e.jpg']","[0.8242, 0.7923, 0.6586]"
1000,a boy rock climbs,236095031_5cb17dc54a.jpg,-1,0.5708,0.7903,0.2195,"['425088533_a460dc4617.jpg', '950273886_88c324e663.jpg', '860928274_744d14f198.jpg']","[0.7903, 0.7079, 0.6584]"
1001,a man is rock climbing without a shirt,236095031_5cb17dc54a.jpg,2,0.7767,0.9536,0.1769,"['415793623_6c1225ae27.jpg', '236095031_5cb17dc54a.jpg', '950273886_88c324e663.jpg']","[0.9536, 0.7767, 0.7355]"
1002,a young boy rock climbing,236095031_5cb17dc54a.jpg,9,0.5801,0.7511,0.1709,"['425088533_a460dc4617.jpg', '542317719_ed4dd95dc2.jpg', '860928274_744d14f198.jpg']","[0.7511, 0.6872, 0.6847]"
1003,the boy looked down as he climbed the steep rock face,236095031_5cb17dc54a.jpg,-1,0.503,0.7228,0.2197,"['425088533_a460dc4617.jpg', '950273886_88c324e663.jpg', '2480832276_fa55480ecb.jpg']","[0.7228, 0.6292, 0.6187]"
1004,the climber is hanging off a vertical cliff with gear but no shirt,236095031_5cb17dc54a.jpg,4,0.617,0.7636,0.1466,"['466956675_a2fb6bf901.jpg', '136639119_6040b00946.jpg', '3391924827_53b31542ce.jpg']","[0.7636, 0.6815, 0.6194]"
1005,the small child is leaning back in a child swing,2362481035_a7600875d0.jpg,3,0.8235,0.9226,0.0991,"['2458269558_277012780d.jpg', '3396036947_0af6c3aab7.jpg', '2362481035_a7600875d0.jpg']","[0.9226, 0.8673, 0.8235]"
1006,a young child smiling while on a swing at a playground,2362481035_a7600875d0.jpg,2,0.8282,0.8669,0.0388,"['3396036947_0af6c3aab7.jpg', '2362481035_a7600875d0.jpg', '2855417531_521bf47b50.jpg']","[0.8669, 0.8282, 0.8237]"
1007,toddler boy smiling while in a swing,2362481035_a7600875d0.jpg,6,0.7304,0.8091,0.0786,"['3396036947_0af6c3aab7.jpg', '2458269558_277012780d.jpg', '964197865_0133acaeb4.jpg']","[0.8091, 0.7715, 0.7353]"
1008,a blonde boy in green is on a swing,2362481035_a7600875d0.jpg,5,0.7491,0.871,0.1219,"['3396036947_0af6c3aab7.jpg', '2855417531_521bf47b50.jpg', '2458269558_277012780d.jpg']","[0.871, 0.8431, 0.8134]"
1009,a little girl with blond hair is smiling and sitting in a swing,2362481035_a7600875d0.jpg,2,0.8317,0.8357,0.0041,"['2458269558_277012780d.jpg', '2362481035_a7600875d0.jpg', '2884252132_5d8e776893.jpg']","[0.8357, 0.8317, 0.75]"
1010,a brown and black dog running through a river,2369248869_0266760c4a.jpg,-1,0.5761,0.8318,0.2557,"['247778426_fd59734130.jpg', '2417745327_a2c2705043.jpg', '2574230252_f5a1382dd4.jpg']","[0.8318, 0.7685, 0.7589]"
1011,a dog is running through some water,2369248869_0266760c4a.jpg,4,0.7109,0.809,0.0981,"['3401902253_cd27e6d0fe.jpg', '2270483627_16fe41b063.jpg', '2051194177_fbeee211e3.jpg']","[0.809, 0.7588, 0.7317]"
1012,a dog running through the water right toward the camera,2369248869_0266760c4a.jpg,8,0.7404,0.866,0.1257,"['2270483627_16fe41b063.jpg', '3401902253_cd27e6d0fe.jpg', '2051194177_fbeee211e3.jpg']","[0.866, 0.7956, 0.7954]"
1013,a large black and white dog is running through the water,2369248869_0266760c4a.jpg,3,0.7162,0.9035,0.1873,"['3401902253_cd27e6d0fe.jpg', '3257277774_aba333a94c.jpg', '2369248869_0266760c4a.jpg']","[0.9035, 0.7351, 0.7162]"
1014,there is a black dog running in a shallow river,2369248869_0266760c4a.jpg,-1,0.5805,0.8478,0.2673,"['247778426_fd59734130.jpg', '2756636539_cc1eacbf4a.jpg', '527968666_1fcddf81ab.jpg']","[0.8478, 0.8306, 0.7691]"
1015,a boy climbs into his toy car,2372572028_53b76104a9.jpg,6,0.6307,0.8256,0.195,"['2750867389_4b815f793a.jpg', '2988244398_5da7012fce.jpg', '3703413486_3c682732a0.jpg']","[0.8256, 0.6842, 0.6671]"
1016,a child climbs into a gokart,2372572028_53b76104a9.jpg,-1,0.3497,0.6971,0.3474,"['860928274_744d14f198.jpg', '350443876_c9769f5734.jpg', '2046222127_a6f300e202.jpg']","[0.6971, 0.6557, 0.6556]"
1017,a little boy in a blue coat is climbing into a red play truck,2372572028_53b76104a9.jpg,3,0.6619,0.7326,0.0708,"['2750867389_4b815f793a.jpg', '2381613738_d8d2012e3c.jpg', '2372572028_53b76104a9.jpg']","[0.7326, 0.726, 0.6619]"
1018,a small boy in a blue jacket climbs into a power wheels vehicle,2372572028_53b76104a9.jpg,2,0.7374,0.8021,0.0647,"['2750867389_4b815f793a.jpg', '2372572028_53b76104a9.jpg', '2894850774_2d530040a1.jpg']","[0.8021, 0.7374, 0.6892]"
1019,a small child wearing a blue coat climbing into a red toy car,2372572028_53b76104a9.jpg,-1,0.5368,0.6619,0.1251,"['964197865_0133acaeb4.jpg', '3751594676_edfbfa0688.jpg', '2381613738_d8d2012e3c.jpg']","[0.6619, 0.6405, 0.6387]"
1020,a child rides a wooden horse,2374247382_023a86b9ca.jpg,-1,0.1658,0.8427,0.6769,"['1234293791_6566284bcd.jpg', '2656987333_80dcc82c05.jpg', '3138562460_44227a35cf.jpg']","[0.8427, 0.8295, 0.7181]"
1021,a small boy rides a wooden toy and smiles,2374247382_023a86b9ca.jpg,-1,0.5013,0.8409,0.3396,"['964197865_0133acaeb4.jpg', '2358554995_54ed3baa83.jpg', '2648165716_02e2e74fd6.jpg']","[0.8409, 0.7104, 0.6154]"
1022,a toddler is sitting on a wooden horse and smiling,2374247382_023a86b9ca.jpg,-1,0.3773,0.7484,0.371,"['2358554995_54ed3baa83.jpg', '964197865_0133acaeb4.jpg', '2362481035_a7600875d0.jpg']","[0.7484, 0.7276, 0.6707]"
1023,a young blond boy sitting on a wooden rocky horse,2374247382_023a86b9ca.jpg,-1,0.2059,0.7267,0.5208,"['2358554995_54ed3baa83.jpg', '2362481035_a7600875d0.jpg', '468918320_9c275b877f.jpg']","[0.7267, 0.6588, 0.6235]"
1024,the child is on a wooden rocking horse,2374247382_023a86b9ca.jpg,-1,0.1512,0.8437,0.6925,"['1234293791_6566284bcd.jpg', '2656987333_80dcc82c05.jpg', '109202756_b97fcdc62c.jpg']","[0.8437, 0.8035, 0.7257]"
