caption_idx,caption,ground_truth_image,actual_rank_of_gt,gt_score,top1_score,score_gap,predicted_top3_images,predicted_top3_scores
966,a man rollerblades in a park,2344412916_9a5a9b1c82.jpg,-1,0.4706,0.6333,0.1627,"['2968135512_51fbb56e3e.jpg', '2876494009_9f96d7eaf2.jpg', '3729405438_6e79077ab2.jpg']","[0.6333, 0.6329, 0.5779]"
967,the man is rollerblading in a red hat blue shirt and tan pants,2344412916_9a5a9b1c82.jpg,-1,0.3148,0.615,0.3002,"['3268443910_b36dbc1e5c.jpg', '3530087422_7eb2b2c289.jpg', '3446762868_06e9d9d899.jpg']","[0.615, 0.5899, 0.5639]"
968,a man on rollerblades glides down a park path,2344412916_9a5a9b1c82.jpg,3,0.5875,0.6466,0.0591,"['2968135512_51fbb56e3e.jpg', '2876494009_9f96d7eaf2.jpg', '2344412916_9a5a9b1c82.jpg']","[0.6466, 0.6027, 0.5875]"
969,a man rollerblading down a path through an active community,2344412916_9a5a9b1c82.jpg,-1,0.5133,0.5879,0.0746,"['2968135512_51fbb56e3e.jpg', '3215108916_0473007b47.jpg', '2876494009_9f96d7eaf2.jpg']","[0.5879, 0.5665, 0.555]"
970,an adult is attending to child on a crowded path surrounding a body of water,2346772831_b2748ba1f0.jpg,-1,0.2376,0.5754,0.3378,"['1248357227_2b4175fc39.jpg', '2271468944_3264d29208.jpg', '3637013_c675de7705.jpg']","[0.5754, 0.5195, 0.5149]"
971,a woman bends over to attend to her child in a yellow jacket,2346772831_b2748ba1f0.jpg,-1,0.1962,0.5378,0.3417,"['502884177_25939ac000.jpg', '3399944164_ec24123945.jpg', '452419961_6d42ab7000.jpg']","[0.5378, 0.487, 0.4838]"
972,a woman wearing a backpack leans down to speak with a young child,2346772831_b2748ba1f0.jpg,-1,0.3337,0.5814,0.2477,"['452419961_6d42ab7000.jpg', '3718007650_e5930b4509.jpg', '2102732029_9ae520914d.jpg']","[0.5814, 0.5539, 0.5522]"
973,children at the park with their parents,2346772831_b2748ba1f0.jpg,-1,0.1692,0.6343,0.465,"['979383193_0a542a059d.jpg', '3608849440_e7d2bed29f.jpg', '2211593099_4a4f1c85d2.jpg']","[0.6343, 0.608, 0.5757]"
974,woman in yellow shirt bending over boy crouching on the ground,2346772831_b2748ba1f0.jpg,-1,0.3703,0.6505,0.2803,"['3630332976_fdba22c50b.jpg', '2470486377_c3a39ccb7b.jpg', '2538477523_1da77eb11c.jpg']","[0.6505, 0.5661, 0.5658]"
975,two dogs play together on the bed,2347921097_f2e35753c0.jpg,4,0.625,0.795,0.17,"['351876121_c7c0221928.jpg', '3086523890_fd9394af8b.jpg', '3229898555_16877f5180.jpg']","[0.795, 0.7783, 0.6597]"
976,the dogs are playing on the bed,2347921097_f2e35753c0.jpg,7,0.4971,0.76,0.263,"['3086523890_fd9394af8b.jpg', '351876121_c7c0221928.jpg', '3229898555_16877f5180.jpg']","[0.76, 0.7044, 0.6667]"
977,a brown and black dog sits on a bed and looks at a gray and white dog,2347921097_f2e35753c0.jpg,2,0.6357,0.7272,0.0915,"['351876121_c7c0221928.jpg', '2347921097_f2e35753c0.jpg', '3229898555_16877f5180.jpg']","[0.7272, 0.6357, 0.6111]"
978,a grey and white puddle fighting next to another black and brown dog on a bed,2347921097_f2e35753c0.jpg,8,0.566,0.7215,0.1556,"['351876121_c7c0221928.jpg', '2100046085_69b59b6645.jpg', '2289212650_69de7a20b2.jpg']","[0.7215, 0.6797, 0.6261]"
979,brown and white dog with brown and black dog on gray sheet,2347921097_f2e35753c0.jpg,-1,0.4991,0.6828,0.1838,"['2584412512_6767593f24.jpg', '351876121_c7c0221928.jpg', '2768972186_92787cd523.jpg']","[0.6828, 0.6368, 0.6366]"
980,a boy wearing blue shorts is doing a back flip in the air under a tree,2351479551_e8820a1ff3.jpg,5,0.5735,0.683,0.1095,"['3682038869_585075b5ff.jpg', '2888732432_7e907a3df1.jpg', '2973638173_0dc21fd443.jpg']","[0.683, 0.6501, 0.6464]"
981,a man in midair doing a flip,2351479551_e8820a1ff3.jpg,-1,0.5301,0.6897,0.1595,"['2973638173_0dc21fd443.jpg', '3179336562_c3d0c0a3bd.jpg', '3391924827_53b31542ce.jpg']","[0.6897, 0.6087, 0.6066]"
983,man with blue pants flipping in the air,2351479551_e8820a1ff3.jpg,-1,0.4823,0.682,0.1997,"['2973638173_0dc21fd443.jpg', '3613005134_bb7f304da1.jpg', '2700147489_f1664f2b61.jpg']","[0.682, 0.6802, 0.6727]"
984,the boy wearing blue pants is in the midst of a back flip,2351479551_e8820a1ff3.jpg,-1,0.4216,0.6264,0.2048,"['3741827382_71e93298d0.jpg', '693785581_68bec8312a.jpg', '3630332976_fdba22c50b.jpg']","[0.6264, 0.5885, 0.5823]"
985,boy wearing safety gear rides green bike through suburban streets,2355819665_39021ff642.jpg,-1,0.421,0.6045,0.1835,"['3530087422_7eb2b2c289.jpg', '2863180332_372510aa49.jpg', '2372572028_53b76104a9.jpg']","[0.6045, 0.6025, 0.5862]"
986,the kid rides his green and black bike down the street,2355819665_39021ff642.jpg,2,0.6478,0.7472,0.0994,"['2192411521_9c7e488c5e.jpg', '2355819665_39021ff642.jpg', '3671933270_d124e9a1a4.jpg']","[0.7472, 0.6478, 0.6146]"
987,a child rides a bicycle in a sunny neighborhood,2355819665_39021ff642.jpg,2,0.6161,0.6542,0.0381,"['3484820303_7be0e914b4.jpg', '2355819665_39021ff642.jpg', '2192411521_9c7e488c5e.jpg']","[0.6542, 0.6161, 0.6145]"
988,a boy on a bike rides around the neighborhood,2355819665_39021ff642.jpg,4,0.5958,0.6272,0.0315,"['2192411521_9c7e488c5e.jpg', '2021671653_567395c7cf.jpg', '2449552677_ee78f01bae.jpg']","[0.6272, 0.6149, 0.5987]"
989,a child is riding a green bike and wearing an orange shirt and red helmet,2355819665_39021ff642.jpg,10,0.5237,0.6718,0.1481,"['2192411521_9c7e488c5e.jpg', '2998024845_1529c11694.jpg', '3671933270_d124e9a1a4.jpg']","[0.6718, 0.6584, 0.6553]"
990,a child is happily playing on the slide,2358554995_54ed3baa83.jpg,10,0.549,0.8622,0.3133,"['2988244398_5da7012fce.jpg', '542317719_ed4dd95dc2.jpg', '2576878141_87f25a10f0.jpg']","[0.8622, 0.7377, 0.693]"
991,a child is holding on to the top of a playground slide,2358554995_54ed3baa83.jpg,2,0.6148,0.6388,0.0239,"['2988244398_5da7012fce.jpg', '2358554995_54ed3baa83.jpg', '542317719_ed4dd95dc2.jpg']","[0.6388, 0.6148, 0.61]"
992,a child is preparing to slide down a piece of playground equipment,2358554995_54ed3baa83.jpg,3,0.6651,0.6961,0.0311,"['2542037086_58c833699c.jpg', '2988244398_5da7012fce.jpg', '2358554995_54ed3baa83.jpg']","[0.6961, 0.6763, 0.6651]"
993,a toddler all bundled up getting ready to go down a slide,2358554995_54ed3baa83.jpg,-1,0.4695,0.7345,0.265,"['2988244398_5da7012fce.jpg', '542317719_ed4dd95dc2.jpg', '3079787482_0757e9d167.jpg']","[0.7345, 0.6635, 0.6305]"
994,child getting ready to go down a slide,2358554995_54ed3baa83.jpg,9,0.5091,0.8161,0.307,"['2988244398_5da7012fce.jpg', '2542037086_58c833699c.jpg', '542317719_ed4dd95dc2.jpg']","[0.8161, 0.7296, 0.7115]"
995,brown and white dog playing in the grass,2358898017_24496b80e8.jpg,-1,0.5725,0.7906,0.2181,"['2543247940_083f1b7969.jpg', '2886411666_72d8b12ce4.jpg', '2764732789_1392e962d0.jpg']","[0.7906, 0.7852, 0.7695]"
996,a tan and white dog is competing in an agility test,2358898017_24496b80e8.jpg,-1,0.5532,0.7169,0.1636,"['2444134813_20895c640c.jpg', '2444339090_bf7b3211f4.jpg', '3036596725_541bbe0955.jpg']","[0.7169, 0.6901, 0.6568]"
997,a dog races along the grassy track,2358898017_24496b80e8.jpg,-1,0.4802,0.805,0.3247,"['3036596725_541bbe0955.jpg', '512101751_05a6d93e19.jpg', '2673148534_8daf0de833.jpg']","[0.805, 0.6326, 0.6083]"
998,a brown and white dog lays down in a grassy field,2358898017_24496b80e8.jpg,-1,0.3484,0.6254,0.277,"['1659358141_0433c9bf99.jpg', '2314722788_6262c3aa40.jpg', '1745110280_0cbff5e273.jpg']","[0.6254, 0.6164, 0.5954]"
999,a dog is crouching on the grass near a hurdle,2358898017_24496b80e8.jpg,-1,0.5165,0.7088,0.1923,"['251056963_c8b67f0107.jpg', '2677614492_792023b928.jpg', '2702506716_17a7fb3ba4.jpg']","[0.7088, 0.6528, 0.6469]"
1001,a man is rock climbing without a shirt,236095031_5cb17dc54a.jpg,4,0.5886,0.7131,0.1245,"['415793623_6c1225ae27.jpg', '3613005134_bb7f304da1.jpg', '950273886_88c324e663.jpg']","[0.7131, 0.7021, 0.5954]"
1005,the small child is leaning back in a child swing,2362481035_a7600875d0.jpg,3,0.7271,0.8086,0.0815,"['3396036947_0af6c3aab7.jpg', '2458269558_277012780d.jpg', '2362481035_a7600875d0.jpg']","[0.8086, 0.7797, 0.7271]"
1008,a blonde boy in green is on a swing,2362481035_a7600875d0.jpg,7,0.6969,0.8187,0.1218,"['3396036947_0af6c3aab7.jpg', '2458269558_277012780d.jpg', '2855417531_521bf47b50.jpg']","[0.8187, 0.8158, 0.7677]"
1009,a little girl with blond hair is smiling and sitting in a swing,2362481035_a7600875d0.jpg,3,0.6885,0.7664,0.0779,"['2458269558_277012780d.jpg', '2884252132_5d8e776893.jpg', '2362481035_a7600875d0.jpg']","[0.7664, 0.7166, 0.6885]"
1010,a brown and black dog running through a river,2369248869_0266760c4a.jpg,6,0.6631,0.7192,0.0561,"['481827288_a688be7913.jpg', '2756636539_cc1eacbf4a.jpg', '2270483627_16fe41b063.jpg']","[0.7192, 0.7039, 0.6794]"
1011,a dog is running through some water,2369248869_0266760c4a.jpg,4,0.7409,0.7807,0.0398,"['3401902253_cd27e6d0fe.jpg', '2270483627_16fe41b063.jpg', '2417745327_a2c2705043.jpg']","[0.7807, 0.7486, 0.7435]"
1012,a dog running through the water right toward the camera,2369248869_0266760c4a.jpg,4,0.7259,0.7563,0.0304,"['2417745327_a2c2705043.jpg', '3640020134_367941f5ec.jpg', '2051194177_fbeee211e3.jpg']","[0.7563, 0.7459, 0.7418]"
1014,there is a black dog running in a shallow river,2369248869_0266760c4a.jpg,8,0.6316,0.7377,0.1061,"['2756636539_cc1eacbf4a.jpg', '3640020134_367941f5ec.jpg', '527968666_1fcddf81ab.jpg']","[0.7377, 0.7307, 0.7175]"
1015,a boy climbs into his toy car,2372572028_53b76104a9.jpg,3,0.5911,0.6208,0.0297,"['2750867389_4b815f793a.jpg', '3293018193_e4e0c8db7c.jpg', '2372572028_53b76104a9.jpg']","[0.6208, 0.6177, 0.5911]"
1016,a child climbs into a gokart,2372572028_53b76104a9.jpg,10,0.5345,0.6974,0.1629,"['2542037086_58c833699c.jpg', '2362481035_a7600875d0.jpg', '444057017_f1e0fcaef7.jpg']","[0.6974, 0.6086, 0.6085]"
1019,a small child wearing a blue coat climbing into a red toy car,2372572028_53b76104a9.jpg,2,0.617,0.6202,0.0032,"['964197865_0133acaeb4.jpg', '2372572028_53b76104a9.jpg', '2903617548_d3e38d7f88.jpg']","[0.6202, 0.617, 0.6063]"
1020,a child rides a wooden horse,2374247382_023a86b9ca.jpg,-1,0.1683,0.7425,0.5742,"['1234293791_6566284bcd.jpg', '3541962817_78bcd3835b.jpg', '2656987333_80dcc82c05.jpg']","[0.7425, 0.6892, 0.6737]"
1021,a small boy rides a wooden toy and smiles,2374247382_023a86b9ca.jpg,-1,0.4774,0.802,0.3246,"['964197865_0133acaeb4.jpg', '1539166395_0cdc0accee.jpg', '3751594676_edfbfa0688.jpg']","[0.802, 0.7263, 0.689]"
1022,a toddler is sitting on a wooden horse and smiling,2374247382_023a86b9ca.jpg,-1,0.2388,0.6736,0.4348,"['1234293791_6566284bcd.jpg', '3138562460_44227a35cf.jpg', '2656987333_80dcc82c05.jpg']","[0.6736, 0.6261, 0.6201]"
1023,a young blond boy sitting on a wooden rocky horse,2374247382_023a86b9ca.jpg,-1,0.2795,0.6476,0.3681,"['1234293791_6566284bcd.jpg', '2656987333_80dcc82c05.jpg', '2542037086_58c833699c.jpg']","[0.6476, 0.6091, 0.5706]"
1024,the child is on a wooden rocking horse,2374247382_023a86b9ca.jpg,-1,0.2319,0.7304,0.4986,"['1234293791_6566284bcd.jpg', '2656987333_80dcc82c05.jpg', '3541962817_78bcd3835b.jpg']","[0.7304, 0.68, 0.6502]"
1025,there is a black dog jumping across sand,2378127945_8dc9da82d7.jpg,3,0.6452,0.7016,0.0564,"['254527963_3f5824b0e8.jpg', '2090997177_76d482b158.jpg', '2378127945_8dc9da82d7.jpg']","[0.7016, 0.6974, 0.6452]"
1026,black dog jumps through snowy field,2378127945_8dc9da82d7.jpg,3,0.7594,0.8365,0.0771,"['2335619125_2e2034f2c3.jpg', '410422753_de506155fa.jpg', '2378127945_8dc9da82d7.jpg']","[0.8365, 0.787, 0.7594]"
1027,a little dog is leaping through the air over a snowy field,2378127945_8dc9da82d7.jpg,-1,0.4198,0.7771,0.3573,"['3257277774_aba333a94c.jpg', '2095078658_c14ba89bc2.jpg', '2148916767_644ea6a7fa.jpg']","[0.7771, 0.6989, 0.6769]"
1028,a dog is jumping through the air in an open snow covered field,2378127945_8dc9da82d7.jpg,-1,0.4946,0.7756,0.281,"['3257277774_aba333a94c.jpg', '2095078658_c14ba89bc2.jpg', '2148916767_644ea6a7fa.jpg']","[0.7756, 0.738, 0.6668]"
1029,a dog jumps over the sand,2378127945_8dc9da82d7.jpg,-1,0.358,0.6935,0.3355,"['1799271536_6e69c8f1dc.jpg', '1526325728_74eb4153d8.jpg', '3248408149_41a8dd90d3.jpg']","[0.6935, 0.6861, 0.6778]"
1030,a group of people sitting at a table,2380464803_a64f05bfa9.jpg,-1,0.5027,0.7533,0.2506,"['3319338707_892ae2a660.jpg', '2602258549_7401a3cdae.jpg', '3351667846_ac43118ae5.jpg']","[0.7533, 0.6987, 0.6763]"
1031,a man and a woman sit at a desk another man stands behind the first man,2380464803_a64f05bfa9.jpg,2,0.693,0.799,0.106,"['3084018061_df66d98325.jpg', '2380464803_a64f05bfa9.jpg', '3319338707_892ae2a660.jpg']","[0.799, 0.693, 0.6268]"
1032,three adults at work,2380464803_a64f05bfa9.jpg,-1,0.4264,0.7005,0.2741,"['3105929913_94a6882e25.jpg', '2891240104_6755281868.jpg', '3262386960_14f5d857db.jpg']","[0.7005, 0.6198, 0.5856]"
1033,two men and a woman in an office,2380464803_a64f05bfa9.jpg,7,0.5862,0.6587,0.0725,"['470887791_86d5a08a38.jpg', '3199895624_4f01798c6f.jpg', '3139160252_75109e9e05.jpg']","[0.6587, 0.6397, 0.6365]"
1034,two men wearing black smile while a seated woman behind them looks tired,2380464803_a64f05bfa9.jpg,3,0.5362,0.6207,0.0845,"['3474265683_43b1033d94.jpg', '2925737498_57585a7ed9.jpg', '2380464803_a64f05bfa9.jpg']","[0.6207, 0.5652, 0.5362]"
1040,a bald policeman is walking with a german shepherd dog by a metal crowd control barrier,239453674_0df7767208.jpg,-1,0.428,0.5765,0.1485,"['3353278454_2f3a4d0bbc.jpg', '256444892_efcb3bd824.jpg', '1975531316_8b00eeaaf7.jpg']","[0.5765, 0.5752, 0.5096]"
1041,an officer and dog are walking in front of a queue of people,239453674_0df7767208.jpg,-1,0.3937,0.7542,0.3605,"['3353278454_2f3a4d0bbc.jpg', '245252561_4f20f1c89e.jpg', '397547349_1fd14b95af.jpg']","[0.7542, 0.6034, 0.6017]"
1042,a policeman is next to his german shepherd,239453674_0df7767208.jpg,-1,0.3276,0.5775,0.2499,"['522486784_978021d537.jpg', '1975531316_8b00eeaaf7.jpg', '256444892_efcb3bd824.jpg']","[0.5775, 0.5362, 0.5105]"
1043,a policeman walks away from a gate with a large brown and black dog,239453674_0df7767208.jpg,-1,0.3351,0.6519,0.3168,"['256444892_efcb3bd824.jpg', '3353278454_2f3a4d0bbc.jpg', '1975531316_8b00eeaaf7.jpg']","[0.6519, 0.5875, 0.5794]"
1044,the policeman walks with his german shepherd,239453674_0df7767208.jpg,-1,0.3028,0.6154,0.3126,"['522486784_978021d537.jpg', '256444892_efcb3bd824.jpg', '1975531316_8b00eeaaf7.jpg']","[0.6154, 0.588, 0.5732]"
1045,two cows stand nearby while a dog races past both of them,2403544744_cba152f5c1.jpg,2,0.7329,0.7343,0.0014,"['2500567791_101d5ddee3.jpg', '2403544744_cba152f5c1.jpg', '3294952558_96bb8c8cf3.jpg']","[0.7343, 0.7329, 0.7069]"
1050,a black dog is running through a swampy area with tall reeds,2404520067_87798dbaee.jpg,-1,0.4415,0.6349,0.1934,"['689776124_07f560a920.jpg', '210625425_fb1ef5d23b.jpg', '791338571_7f38510bf7.jpg']","[0.6349, 0.5993, 0.5673]"
1052,black dog runs through field in the rain,2404520067_87798dbaee.jpg,4,0.6376,0.718,0.0804,"['2378127945_8dc9da82d7.jpg', '2335619125_2e2034f2c3.jpg', '689776124_07f560a920.jpg']","[0.718, 0.6933, 0.6564]"
1053,the dog runs through the field,2404520067_87798dbaee.jpg,-1,0.6154,0.741,0.1256,"['459814265_d48ba48978.jpg', '2584487952_f70e5aa9bf.jpg', '2730994020_64ac1d18be.jpg']","[0.741, 0.7252, 0.7202]"
1054,the speckled dog runs through the marsh,2404520067_87798dbaee.jpg,-1,0.4638,0.6067,0.1429,"['3401902253_cd27e6d0fe.jpg', '2270483627_16fe41b063.jpg', '3435035138_af32890a4c.jpg']","[0.6067, 0.6038, 0.5794]"
1055,white dog chasing a yellow toy,2404692474_37da774368.jpg,-1,0.542,0.736,0.1941,"['3368671163_0171259581.jpg', '535529555_583d89b7f2.jpg', '244399048_8332bb3270.jpg']","[0.736, 0.6658, 0.626]"
1056,the light colored dog is chasing after a toy outdoors,2404692474_37da774368.jpg,8,0.5999,0.675,0.0751,"['1346529555_e916816cfe.jpg', '242324909_06d5a6c44b.jpg', '2505360288_c972bd29c4.jpg']","[0.675, 0.6724, 0.6573]"
1057,a dog chasing a toy duck,2404692474_37da774368.jpg,-1,0.3852,0.5984,0.2133,"['535529555_583d89b7f2.jpg', '3368671163_0171259581.jpg', '428796930_476a3d6395.jpg']","[0.5984, 0.551, 0.5412]"
1058,a dog runs across the grass to get his toy,2404692474_37da774368.jpg,-1,0.5161,0.6721,0.156,"['241046599_28b0ca7b9f.jpg', '2584487952_f70e5aa9bf.jpg', '1346529555_e916816cfe.jpg']","[0.6721, 0.6695, 0.6379]"
1059,the dog barks at the toy,2404692474_37da774368.jpg,-1,0.3989,0.6727,0.2738,"['2949353587_64c54e9589.jpg', '3228069008_edb2961fc4.jpg', '244399048_8332bb3270.jpg']","[0.6727, 0.6682, 0.6421]"
1061,a dog is running down a dirt path,240583223_e26e17ee96.jpg,3,0.6493,0.7694,0.1201,"['3435035138_af32890a4c.jpg', '2259203920_6b93b721ce.jpg', '240583223_e26e17ee96.jpg']","[0.7694, 0.6578, 0.6493]"
1062,a running golden retriever,240583223_e26e17ee96.jpg,3,0.701,0.7272,0.0262,"['3559781965_d4ec00e506.jpg', '242324909_06d5a6c44b.jpg', '240583223_e26e17ee96.jpg']","[0.7272, 0.7182, 0.701]"
1063,a yellow dog running down a sandy path,240583223_e26e17ee96.jpg,2,0.6216,0.6472,0.0256,"['3248408149_41a8dd90d3.jpg', '240583223_e26e17ee96.jpg', '3435035138_af32890a4c.jpg']","[0.6472, 0.6216, 0.6087]"
1066,dog in foreground with three people in background,2407470303_6fd5e3600d.jpg,-1,0.2754,0.6674,0.392,"['2865376471_43c5e6b941.jpg', '397547349_1fd14b95af.jpg', '239453674_0df7767208.jpg']","[0.6674, 0.6294, 0.6276]"
1068,a family is playing on the beach with their dog,2407470303_6fd5e3600d.jpg,3,0.5344,0.6767,0.1423,"['2759211664_d21393b668.jpg', '489773343_a8aecf7db3.jpg', '2407470303_6fd5e3600d.jpg']","[0.6767, 0.5956, 0.5344]"
1070,a man is in a truck that is lying on its side during a truck event,2410153942_ba4a136358.jpg,4,0.6502,0.6838,0.0335,"['2088460083_42ee8a595a.jpg', '2750867389_4b815f793a.jpg', '492341908_1ef53be265.jpg']","[0.6838, 0.6836, 0.6596]"
1071,a red and white car is overturned on a dirt track,2410153942_ba4a136358.jpg,6,0.5705,0.7514,0.1809,"['2522540026_6ee8ab4c6a.jpg', '3578068665_87bdacef6a.jpg', '2943023421_e297f05e11.jpg']","[0.7514, 0.7223, 0.699]"
1073,the vehicle is lying on its side with the driver inside,2410153942_ba4a136358.jpg,-1,0.521,0.819,0.298,"['2088460083_42ee8a595a.jpg', '2750867389_4b815f793a.jpg', '2943023421_e297f05e11.jpg']","[0.819, 0.7525, 0.7416]"
1075,the dog is wearing a purple cape,241046599_28b0ca7b9f.jpg,-1,0.2598,0.5726,0.3128,"['433855742_c2a6fda763.jpg', '2444339090_bf7b3211f4.jpg', '2311690895_0d6efe11c8.jpg']","[0.5726, 0.5639, 0.5623]"
1076,brown dog with green and purple cape runs on grass,241046599_28b0ca7b9f.jpg,3,0.7659,0.8038,0.0378,"['1359101233_16c2c150e3.jpg', '3559781965_d4ec00e506.jpg', '241046599_28b0ca7b9f.jpg']","[0.8038, 0.7817, 0.7659]"
1077,a small dog wearing a purple and green cape,241046599_28b0ca7b9f.jpg,-1,0.2611,0.6135,0.3524,"['458735196_176e7df6b3.jpg', '2946016853_ceca4f5a07.jpg', '2444339090_bf7b3211f4.jpg']","[0.6135, 0.5787, 0.5763]"
1078,a miniature dachshund has an apron on its back,241046599_28b0ca7b9f.jpg,-1,0.0558,0.7362,0.6805,"['2325258180_6217dd17eb.jpg', '351876121_c7c0221928.jpg', '2702506716_17a7fb3ba4.jpg']","[0.7362, 0.6811, 0.641]"
1079,a small brown dog is running across the grass wearing a purple and green coat,241046599_28b0ca7b9f.jpg,5,0.7176,0.7374,0.0198,"['2764732789_1392e962d0.jpg', '1359101233_16c2c150e3.jpg', '2555535057_007501dae5.jpg']","[0.7374, 0.7254, 0.7234]"
1081,a boy wearing a red jersey is running in the street,2410618963_fb78307d18.jpg,9,0.5112,0.7218,0.2106,"['2021671653_567395c7cf.jpg', '3405942945_f4af2934a6.jpg', '2422018883_336519b5c6.jpg']","[0.7218, 0.636, 0.6131]"
1082,a young boy in an orange shirt is smiling as he runs in a city scene,2410618963_fb78307d18.jpg,8,0.5284,0.6564,0.128,"['3405942945_f4af2934a6.jpg', '3494394662_3edfd4a34c.jpg', '2422018883_336519b5c6.jpg']","[0.6564, 0.6472, 0.646]"
1084,a young man running on a sidewalk with graffiti in the background,2410618963_fb78307d18.jpg,8,0.5422,0.7961,0.254,"['2021671653_567395c7cf.jpg', '495055747_a75872762a.jpg', '2497074804_b4f3e7fd90.jpg']","[0.7961, 0.6206, 0.5895]"
1085,a small brown and white dog is jumping over bushels of hay,2411824767_4eb1fae823.jpg,-1,0.4218,0.5813,0.1595,"['2677614492_792023b928.jpg', '2550109269_bc4262bd27.jpg', '1932161768_996eadac87.jpg']","[0.5813, 0.5796, 0.5735]"
1086,a dog jumps over hay,2411824767_4eb1fae823.jpg,-1,0.3007,0.6322,0.3316,"['1659358133_95cd1027bd.jpg', '2102581664_5ea50f85c6.jpg', '327415627_6313d32a64.jpg']","[0.6322, 0.6147, 0.6113]"
1087,a brown dog is jumping over a grassy mound near to a lake,2411824767_4eb1fae823.jpg,-1,0.406,0.6526,0.2466,"['2952141476_fc9a48a60a.jpg', '2281006675_fde04e93dd.jpg', '2270483627_16fe41b063.jpg']","[0.6526, 0.6471, 0.6293]"
1088,a brown and white dog leaps,2411824767_4eb1fae823.jpg,-1,0.4259,0.7255,0.2996,"['2677614492_792023b928.jpg', '2764732789_1392e962d0.jpg', '2620113705_a8fa89b8f6.jpg']","[0.7255, 0.6684, 0.663]"
1089,a corgi jumps off a bale of hay m water and buildings behind it,2411824767_4eb1fae823.jpg,-1,0.2415,0.5316,0.2901,"['3690425778_3b390b3ea5.jpg', '310728631_155c3bbeea.jpg', '2270483627_16fe41b063.jpg']","[0.5316, 0.531, 0.5007]"
1090,a boy in a red jacket points at red tulips,2412390588_a89cab30f4.jpg,-1,0.3525,0.4958,0.1434,"['3393446245_37dd3f3b59.jpg', '3405942945_f4af2934a6.jpg', '1235580648_7eebaed9bc.jpg']","[0.4958, 0.4881, 0.4869]"
1091,a boy in red is pointing to a red tulip,2412390588_a89cab30f4.jpg,-1,0.2944,0.5184,0.224,"['3318995586_c2bc50b92e.jpg', '2991575785_bd4868e215.jpg', '1427391496_ea512cbe7f.jpg']","[0.5184, 0.5125, 0.4723]"
1092,a child in a red jacket is pointing at beautiful orange flowers,2412390588_a89cab30f4.jpg,3,0.6801,0.694,0.0138,"['3572346664_e1e6c77f11.jpg', '3470303255_fbb41b8dd0.jpg', '2412390588_a89cab30f4.jpg']","[0.694, 0.6899, 0.6801]"
1093,a child in a red longsleeve shirt is pointing at the red tulips,2412390588_a89cab30f4.jpg,-1,0.3699,0.6335,0.2636,"['3405942945_f4af2934a6.jpg', '3688839836_ba5e4c24fc.jpg', '2648165716_02e2e74fd6.jpg']","[0.6335, 0.5785, 0.565]"
1094,the child in the red jacket is looking at the flowers,2412390588_a89cab30f4.jpg,2,0.7003,0.7025,0.0022,"['3470303255_fbb41b8dd0.jpg', '2412390588_a89cab30f4.jpg', '3231880001_193a579b97.jpg']","[0.7025, 0.7003, 0.6339]"
1095,a horse mascot gives high fives to some football fans,241346215_037e18403a.jpg,3,0.5921,0.6153,0.0231,"['241347803_afb04b12c4.jpg', '2003663004_5b70920a98.jpg', '241346215_037e18403a.jpg']","[0.6153, 0.594, 0.5921]"
1096,a horse mascot stands in front of several kids,241346215_037e18403a.jpg,-1,0.4277,0.5708,0.1431,"['3225037367_a71fa86319.jpg', '1454841725_4b6e6199e2.jpg', '576920249_df1bdc2068.jpg']","[0.5708, 0.5323, 0.5227]"
1097,a mascot at a sporting event waves to the crowd,241346215_037e18403a.jpg,-1,0.3758,0.7022,0.3264,"['3688839836_ba5e4c24fc.jpg', '3225037367_a71fa86319.jpg', '2267819545_446c5a3e18.jpg']","[0.7022, 0.6793, 0.6225]"
1098,a team mascot raising its hands toward people,241346215_037e18403a.jpg,-1,0.4872,0.6901,0.203,"['3225037367_a71fa86319.jpg', '3688839836_ba5e4c24fc.jpg', '3451344589_6787bd06ef.jpg']","[0.6901, 0.6765, 0.6005]"
1099,oklahoma horse mascot in a sea of red fans,241346215_037e18403a.jpg,-1,0.413,0.6361,0.2231,"['241347803_afb04b12c4.jpg', '2003663004_5b70920a98.jpg', '241347271_a39a5a0070.jpg']","[0.6361, 0.5443, 0.5385]"
1101,men play football as a crowd watches,241347271_a39a5a0070.jpg,2,0.6731,0.6998,0.0267,"['241347803_afb04b12c4.jpg', '241347271_a39a5a0070.jpg', '241347547_902725b9f8.jpg']","[0.6998, 0.6731, 0.667]"
1102,quarterback waiting for snap of football,241347271_a39a5a0070.jpg,2,0.8109,0.817,0.0061,"['241347803_afb04b12c4.jpg', '241347271_a39a5a0070.jpg', '241347547_902725b9f8.jpg']","[0.817, 0.8109, 0.7317]"
1105,a football coach standing with his players behind him,241347547_902725b9f8.jpg,9,0.5212,0.6639,0.1427,"['241347635_e691395c2f.jpg', '2837799692_2f1c50722a.jpg', '1425919702_ddb761aeec.jpg']","[0.6639, 0.6503, 0.6107]"
1106,a group of football players in gold helmets stand around a man in a purple shirt,241347547_902725b9f8.jpg,2,0.5939,0.6063,0.0124,"['241347635_e691395c2f.jpg', '241347547_902725b9f8.jpg', '241347803_afb04b12c4.jpg']","[0.6063, 0.5939, 0.5923]"
